Id,predicted_values
0x215c,-2.3426
0x54c7,0.5641
0x6cde,0.4814
0x3762,-0.0547
0x804b,-1.8139
0x2171,0.2151
0x7ce2,0.009
0x3d71,-0.09
0xdb6,-0.6161
0x21c3,0.9511
0xb270,0.2236
0xbaca,0.5706
0x549d,0.432
0x9e75,0.9447
0x3851,0.1943
0x14a3,0.889
0x5b54,0.1197
0x1d73,0.3841
0x9e87,-1.1847
0xe52,0.2039
0x9092,0.2357
0x7fa9,0.0853
0xa762,0.4525
0x20fa,0.3566
0xbf84,0.3904
0x12ac,1.0841
0xa658,0.2862
0x833e,0.1869
0x49ea,0.4003
0x1719,0.3106
0x6211,-2.2895
0xc789,0.5841
0x4951,0.0784
0x45c2,0.3944
0x78c1,-0.1552
0x50cc,-2.8896
0x2a0a,0.3534
0x4f68,-0.8992
0xa3ca,-0.5605
0xb358,-0.0008
0x278f,-0.2441
0x8b44,0.5367
0xba8f,0.6702
0x2a3d,0.319
0x2d53,0.1446
0x3d59,0.4015
0x2522,0.5352
0x3868,0.0908
0x8f1a,1.1648
0x33f0,0.619
0xc3de,0.1091
0x2585,0.2057
0xb649,0.6229
0x1cd9,0.4391
0xbe2b,1.1393
0x7759,-0.0022
0xbc85,0.4093
0x8eb1,0.4467
0x95d5,0.2377
0x8c5c,-0.1014
0xa777,0.6509
0x9f6,-0.1492
0x5735,-0.0279
0x63df,-0.3607
0x1b4d,0.1215
0x2f42,0.6552
0x108b,0.4511
0xb0ff,0.888
0x8130,-0.1628
0x8a6,0.553
0xbc61,0.5443
0x78dd,0.5322
0x4574,0.5101
0x26a5,0.5348
0x9f88,0.1749
0xc108,-2.4513
0x9e2a,0.1691
0x8d2b,0.6857
0x69f0,-0.3243
0x3644,0.4253
0x8259,-0.1379
0x3f99,1.1056
0x6fe7,0.2758
0xa174,0.4663
0x2db5,0.473
0x6c61,0.0218
0x4887,0.2747
0x2122,0.1831
0x5469,-0.6154
0xb10a,0.3769
0x8db4,0.1856
0x4eff,0.945
0xc6a2,0.9116
0xbe1d,0.5822
0x1f4b,-0.6618
0x4339,0.2727
0x5b44,0.006
0xa9f9,0.0397
0xc0ea,-0.9361
0x375a,0.4139
0x7c24,0.4126
0x6be,-0.1686
0x7ab3,0.0171
0x552e,-0.1718
0x9ddf,0.7486
0x8620,0.7354
0xbb66,-0.0888
0x5d4c,0.0524
0xbd38,1.1004
0x924e,-2.9714
0xab66,0.7582
0x37ee,0.2633
0x6db1,-0.3871
0xbd31,0.2622
0xe4b,0.3219
0xa8b6,0.0953
0xe94,0.0117
0xb4ae,0.7534
0x6a7,0.6134
0x1088,-0.1024
0x5499,0.5512
0x7437,0.4483
0x3d02,0.6098
0x3033,-0.3183
0xb809,0.3695
0x1a5e,1.203
0x5231,0.2521
0x625e,0.6203
0x9f1,0.4156
0xc26,0.319
0x23fb,0.3993
0xb5c0,0.4803
0x82e3,0.2483
0x72e2,-0.0355
0x79f3,-0.3642
0x5580,-0.4538
0x219b,0.488
0x5f25,0.6897
0x88f1,1.0386
0x3ef8,0.6339
0x9f44,-1.3467
0xb606,0.3425
0xc469,0.3184
0x9100,0.5815
0xbbd,-0.1123
0x6be5,-0.4329
0x52ca,0.6748
0x7e26,-0.4865
0x68f9,0.5027
0x21cf,0.8303
0x199e,0.7616
0x941,0.1554
0x4d27,0.0184
0xb9a6,-1.7857
0x8749,0.4504
0x7b5d,-0.3043
0x1a0b,0.0282
0x67f2,-2.8112
0x62ff,0.1646
0x5695,-0.1341
0x7dea,-0.4996
0x38f0,0.6369
0xb6e,0.5153
0x582f,0.1661
0xbe86,0.2356
0xbfab,0.0908
0x6732,0.3268
0x4082,0.5714
0x4163,0.4336
0xc903,0.5722
0x816b,0.9601
0xae3e,0.1968
0x1a52,-0.0316
0x13d8,0.2031
0x1c72,0.439
0x5daa,0.3408
0x8483,0.2912
0x61b8,0.0708
0x59f4,-0.0333
0x5397,-1.0065
0xb7d,0.6499
0x4a78,1.0764
0x92ab,0.7158
0x2a5e,-2.2766
0x7850,0.6508
0x85a0,0.5755
0xa2c7,-0.3074
0x8aed,0.7285
0x7b94,0.7192
0xa130,0.2493
0x7e2e,-0.0588
0xa0f9,-2.4526
0xa461,1.0726
0x5fd3,0.366
0x5297,0.3636
0xb47b,-2.506
0x76b9,0.3881
0x9774,-0.1152
0x4207,-1.1368
0xa97a,-0.426
0x3f9f,-0.0999
0xc39d,-0.1986
0x4025,0.8818
0x2f72,0.3604
0xc34f,0.6205
0x82dc,0.5719
0x1573,0.0355
0x12f7,0.2253
0x62ec,0.708
0xae0c,0.0719
0x9dbf,-2.2174
0x7f76,-1.2755
0x221e,0.1839
0x4eb3,-0.1683
0x611a,-2.2745
0x3806,-0.8724
0x7d40,0.1762
0x4370,0.4117
0x1783,0.2275
0x1b17,0.2164
0xe5d,0.6103
0x76a,-1.5738
0x5203,-2.766
0x3b73,-0.3722
0x77d3,0.0981
0xa13,0.9511
0x38f8,0.0983
0x39c2,0.3489
0x809b,0.076
0x34a3,0.3677
0xbe5b,0.5507
0x29e4,-0.0962
0x46e7,0.0078
0x4120,0.2161
0xbaf1,0.1737
0x27e0,-0.2862
0x85d5,-0.3314
0x59f9,0.3073
0x7d32,0.4984
0x6890,0.5482
0x3c8e,0.6926
0xa1d8,0.5662
0x5f1d,-0.0292
0x4c29,0.2019
0x5f37,0.1008
0x92f9,0.4905
0xa309,-2.2607
0x7e58,-0.8842
0xb64d,0.6421
0x6df6,0.3799
0x94a,-0.8132
0x3be5,0.2452
0xa128,-0.0029
0x244a,0.3634
0x1505,-0.0473
0x859,0.5193
0xa3f7,-0.3878
0xb7b7,0.5567
0xbef9,0.1638
0xaf1d,0.0036
0xad1d,0.2067
0x3692,0.5446
0x9746,0.8967
0x18ad,-0.8476
0x557f,0.2043
0x788e,0.1297
0xa75a,0.2479
0x67a5,-0.1104
0x2eb1,0.1167
0x16fe,0.172
0xbad3,-1.0036
0x58c9,0.2911
0x2551,0.0178
0x54bb,0.2548
0x2065,0.0191
0x5087,0.0282
0x860b,0.0983
0x602c,0.5533
0x5ada,-0.8593
0xc0c2,-0.0979
0xbcda,-0.0063
0x793a,0.3951
0x62c0,-3.0113
0x8836,0.0547
0x7f33,-2.2383
0xc1e,0.1849
0xb254,-1.468
0x4bda,0.604
0x4c1b,0.8808
0x4187,-0.6405
0xa50a,0.6717
0xb257,0.0273
0xa533,-1.7781
0x525a,0.9911
0xc54f,0.3527
0x1fa7,0.4336
0x1be4,-1.0883
0x5882,-1.536
0x619,0.0459
0x1f29,0.8968
0x9373,0.261
0xa890,-3.2887
0x51b0,0.5968
0x22b7,0.3802
0x50cb,0.1139
0x200b,0.4399
0x33e4,-0.1519
0x890c,-1.0899
0x910d,0.0512
0x2d63,-0.0725
0xade2,0.044
0x72a2,0.2599
0x6b66,0.1432
0xc1bf,0.2743
0x92bb,0.4908
0xaa86,-1.1538
0x8ef7,1.1885
0x4c32,0.1503
0x6685,-0.3535
0x45ee,0.1383
0x7cbf,0.9281
0x6a9f,-1.8357
0xc8aa,0.0853
0xafa8,0.4284
0x952c,-0.1318
0x7bb,0.2701
0x4fe8,-0.1278
0x8bfe,-0.3876
0xe1a,0.7604
0x2dc1,0.4802
0xc850,0.5365
0x8b55,0.6931
0x4a95,0.145
0xae6b,0.0583
0x6221,-2.6823
0x1df5,0.0949
0x4f9b,0.5124
0x63fe,0.1193
0xc14b,0.2923
0xc87b,-0.2766
0xc7bd,-2.3992
0x5773,0.3323
0x3f1b,-0.2995
0xc0dc,0.7311
0x2bf8,0.3796
0x9919,-1.9761
0x11a4,-0.3291
0x9e41,-3.4505
0x84b2,-0.185
0x722,0.1829
0x602,0.9306
0x98d,0.0396
0x45d5,0.6724
0x7d6,1.1223
0x8490,0.2017
0x9c8d,1.3171
0xbc24,0.4643
0xa972,0.3533
0x7b68,0.1246
0x1ec0,-0.0905
0x47a5,0.4146
0xb468,0.2756
0x10d7,-2.9878
0x17ed,1.1834
0x35b9,0.6026
0x1a9c,0.2561
0x6714,-0.5498
0x68e9,0.5483
0x26c2,-2.252
0x930d,0.3008
0xb6ec,-0.4222
0x906e,0.6549
0x1226,0.3229
0x355c,-0.0516
0x9044,0.4576
0x657c,0.1552
0x457f,0.3174
0x393e,0.0719
0xc2ce,-1.4433
0x1fef,0.3563
0x9a29,0.4688
0x5f85,0.6334
0x3bb2,0.3967
0x2e12,-0.3747
0xb38f,-0.1507
0x43e4,-0.0721
0xa454,0.5937
0x14e6,1.1296
0xbf1a,0.5891
0x3c97,-0.4394
0x4b8c,0.1137
0x7455,0.3389
0x8fac,0.2396
0xa07f,-0.094
0x64c9,-1.4977
0x56da,0.1953
0x1d91,0.0389
0x94f2,0.2282
0xc004,-0.2294
0x3a6b,0.7956
0xec9,-0.4053
0x8a2a,0.5971
0x89d1,0.3055
0xc871,0.5109
0xbcb6,0.6911
0x924a,-0.1579
0x6a12,0.4495
0xc440,0.4667
0x1304,0.3403
0x5ed1,0.4224
0x11a3,0.1085
0xc5fe,0.221
0x3c76,-0.7803
0xae44,-2.4383
0x6c2,0.3817
0x4494,-3.209
0x35ea,-3.4555
0x7b76,0.6524
0xbb4,1.2302
0x5938,-0.3434
0x2a04,0.3797
0x9ead,0.4103
0x870d,0.6871
0x6971,-2.2418
0xb12b,0.099
0x1e0d,0.0235
0x60ab,0.1987
0x4203,-2.9566
0x4e2d,0.1299
0x5e36,0.3385
0x2183,0.0537
0x97ac,-2.5276
0x877b,-0.2492
0x53d9,0.3369
0x9641,-0.7698
0x863d,0.5746
0x312e,0.2007
0x9762,-3.2424
0x6d32,0.1735
0x9908,0.6943
0x20c2,0.6578
0x55ad,-0.1008
0xaca3,0.8355
0x597a,0.3414
0xa971,0.0923
0x747c,0.8479
0x9d42,0.8577
0x3e41,-0.4679
0x244e,-0.4423
0x4beb,-0.7217
0x5941,-0.671
0x39f1,0.7885
0x82c8,0.1065
0x70b7,0.3413
0x7cb,-0.0143
0xb1e1,0.1139
0x5635,0.0128
0x17e0,0.333
0xa1dd,-2.5757
0x1425,-2.0485
0x848d,-0.1209
0xf51,0.3854
0x2e78,-0.8772
0xa440,0.213
0x1d96,0.3878
0x844d,0.3899
0x2f61,-0.1206
0xb3b0,-0.2166
0x9c05,0.2078
0xbcb0,0.0285
0x8403,0.3375
0x1694,-3.5809
0x6c31,0.3839
0xb14c,-0.5949
0x6dbd,0.3581
0x53e3,-0.0702
0x933,-0.3425
0x4439,0.4426
0xbbfa,0.6992
0x8e4d,0.1374
0x7fc9,0.433
0x89df,0.5391
0x2502,0.4096
0x9b91,-0.3761
0x6651,0.5259
0x279d,-2.6879
0x7c4,-2.6984
0x97ff,0.4518
0x9622,0.9822
0x661d,0.5481
0x48e7,0.0006
0x9a00,0.1078
0x1961,0.0862
0x5afa,-0.4393
0x93ac,-0.1684
0x3bce,0.2546
0x52d0,0.5384
0x3cb6,0.1528
0xb9df,0.5305
0xb78,0.5441
0x701a,-0.4117
0x89f1,0.1247
0x43de,-2.1606
0x3bd4,-0.2957
0xbac3,0.0029
0x6a49,0.0127
0x29f1,-0.0171
0x36cc,-2.0003
0x3f48,-0.2461
0xb9b2,0.5423
0x6439,-0.1783
0x6fdd,0.1917
0x2c34,-0.0687
0xa641,0.2684
0x7e7a,0.586
0x59d3,1.4074
0x9635,0.0092
0x3114,0.0532
0x85b1,0.0906
0x99a2,0.4605
0x6ce4,0.3451
0x93a8,-0.3434
0x5528,0.4739
0x89f,0.223
0xa3ee,0.3292
0x70ff,0.9494
0x806e,0.0224
0x3b4a,0.0841
0x87c9,-0.2835
0xc476,0.3819
0x5587,-0.4756
0x9964,0.562
0xc6be,-0.0336
0x40d0,0.5619
0xc28c,-0.1742
0x66f,-0.1367
0x659c,-0.3649
0x6f40,0.8083
0x5c03,0.3776
0x53d5,0.1023
0x7af6,0.216
0x9737,0.4958
0x13c0,0.1807
0x27ad,0.0589
0x852,-0.0176
0x75b5,0.2509
0x2fc9,0.0466
0xbb23,-0.4684
0xc26a,0.3054
0xb5af,0.5735
0x4dec,0.4754
0x9189,0.4116
0x1827,-0.8565
0x550d,0.5998
0x9fe6,0.0924
0x783a,-3.3361
0xa433,0.4045
0x6cc1,0.4267
0x5402,0.3707
0x9340,0.3828
0x6ada,0.3383
0xb10,0.1007
0x172c,0.864
0x8527,0.2821
0x2a77,-0.2301
0x793,0.3199
0xb90c,0.0682
0x9588,-0.2417
0x6111,-0.0776
0x450b,-0.1103
0x57d0,-0.8073
0x8a20,0.1303
0x405f,-0.3459
0xa2f5,-0.2318
0x7125,0.885
0xae30,-2.6185
0xc133,0.5765
0x77af,0.2535
0x4192,-0.0684
0xac75,0.0609
0x78b2,0.1998
0x7f3f,0.0104
0x7853,0.3747
0x90bb,-0.1656
0x45e0,-2.6833
0x7e85,0.2849
0x6107,0.4065
0x82cc,0.0868
0x7923,0.8019
0xbdc9,0.351
0x77cc,-0.635
0x4d8e,-0.7434
0x9980,0.1489
0x5482,0.0231
0x5217,0.8677
0x15a7,0.9639
0xc6c2,0.659
0x169e,-2.4846
0x6406,0.5867
0x8a99,0.2902
0xb3ca,-3.4881
0x8477,0.1906
0x8935,0.0302
0x13b0,0.018
0x4807,0.4392
0x1658,0.0036
0xc475,0.3577
0x90e7,0.5429
0x8716,1.1597
0x2422,-0.6652
0xc26c,-0.0165
0x35b4,0.5161
0x7c7f,0.0257
0xc4d9,0.6299
0x1d0c,0.5555
0x9858,0.0428
0x9b1d,-1.8557
0x6564,0.1926
0x5e9d,-2.6244
0x31ab,0.5514
0x2a1a,0.6557
0x585e,0.7177
0x55db,0.6676
0x5152,0.0259
0xc44f,0.1908
0x2647,0.4965
0x24c0,0.439
0xa9bd,0.1104
0x6860,0.5299
0x8161,-0.6181
0x9058,0.0892
0x8921,0.4974
0x4a3b,-0.4531
0x4076,0.3618
0xa563,-1.8407
0x8f54,-0.6841
0x5681,0.0763
0x6143,-0.0633
0x93e2,0.1417
0x236d,0.3099
0xbe75,-0.4402
0xbf4f,-1.0506
0x4198,0.4241
0x2e6c,0.2844
0x4cfc,0.4674
0xb0fa,0.6463
0xb5e5,0.3911
0xaf74,0.5967
0xc2c8,-2.0779
0x45a1,0.3363
0x6354,0.5727
0x21ea,-2.3917
0x2708,-0.0091
0x85ff,-0.1303
0x1008,0.2775
0x1bac,0.8226
0x891a,-1.0556
0xa8fd,-0.007
0x7e24,-0.4863
0x3ca8,0.2224
0xa0ae,-2.5379
0x530d,0.489
0x66e,-2.7249
0xa381,0.0965
0x7479,-0.343
0x4daf,-0.1083
0x8427,0.0936
0x9bbf,0.1118
0x92d3,0.4976
0xa739,0.6451
0x8dfc,-0.1802
0x2820,-0.1949
0x264c,-2.3503
0xc15c,0.5528
0x76cd,0.9255
0x42ed,0.4051
0x8fbc,0.3602
0xb680,0.3151
0x4aef,-0.0465
0x94db,0.1845
0x51e7,0.4956
0xc1c1,0.4944
0x19fa,0.9612
0x37d4,-2.2424
0x6cad,-0.0317
0xabd1,-0.4146
0x7b89,1.2432
0x99cb,-0.0413
0x7247,-0.2079
0xc938,0.5317
0x842e,0.8145
0x486b,0.0548
0x91be,1.3305
0xb4e,-0.1466
0xb3d8,0.2234
0x5086,-0.4076
0x2697,0.2624
0x6fc7,0.178
0x695b,0.148
0x6bc2,0.0655
0xb94f,0.3386
0x1a4d,0.7408
0x45ca,-0.9945
0x4be5,0.1489
0x6bf7,0.7102
0x87ce,-0.0117
0x73d9,0.1971
0xa05a,0.2252
0x7d12,-0.408
0x86fe,-1.8568
0x371b,0.6985
0xa932,0.1506
0x275f,0.1513
0x3222,-0.4608
0x9c92,0.5919
0x75a4,0.1008
0xc88b,-0.0367
0x43e6,-1.9487
0x121b,-0.0007
0x3fd0,0.7671
0x905,0.2699
0x8618,-0.1278
0x8002,0.1286
0xa561,0.1965
0xabc2,-0.3263
0x3906,-0.0899
0x844,0.3016
0x6c9c,0.4457
0x4144,0.1162
0x97a8,0.4425
0x54a9,-1.2
0x2dfe,1.034
0xae8b,-0.6044
0xbb76,-0.2233
0x6beb,0.5015
0xa93c,0.263
0x5ba1,0.018
0x69f6,-3.0618
0x8778,-0.0244
0x1cc3,0.6414
0xc074,0.2707
0xc01f,-2.7497
0x6701,0.091
0x9880,0.8109
0x6aa9,1.2263
0x9496,-2.0089
0x8356,0.2214
0x3ac2,-0.4561
0xa37e,0.585
0x250d,-0.2455
0x1d34,0.1976
0x7b46,0.1567
0x4b22,-0.6866
0xaad5,-0.0994
0x97f8,0.166
0x5bf8,0.718
0x38d8,0.4106
0xb684,0.5728
0x266a,0.2466
0x9b1,0.5009
0x5e24,-0.2458
0xab0b,0.452
0xa35a,0.1115
0x7aa4,-2.1052
0x9de0,0.5906
0x3fcb,0.2453
0xbb65,0.5208
0xab29,0.1922
0x84de,-2.864
0x1a7d,-0.5704
0x9745,-0.0708
0xa833,0.2004
0x4920,1.1365
0x6a3b,0.3228
0x7a1d,-2.3895
0xab77,0.4533
0x3922,-0.2586
0x2043,0.6524
0x76d5,1.1139
0x69c2,0.3008
0x86b3,0.6758
0x8fa9,0.5011
0xc19b,-0.1376
0x5384,0.0132
0x8cf0,-0.1072
0x8c75,0.3141
0x194e,1.0111
0x8877,0.5971
0x7733,1.3237
0x74c2,-0.4709
0x6c98,0.6485
0x472e,-0.1642
0x699f,-0.1624
0xaa2b,0.8833
0x6f81,0.646
0x7a58,-2.608
0x6854,0.4455
0x58b8,-2.89
0x9aa,0.6208
0x8e02,0.6408
0x9f37,1.0139
0x2c0d,1.0229
0x64c2,-0.0149
0xa7fd,0.6521
0x4720,-0.169
0x44f2,0.3632
0x157c,0.3643
0x438d,0.1859
0x3769,-0.2004
0x1c0b,-0.4458
0x5954,-0.0696
0xc7a4,1.0709
0x41fc,0.9381
0xba1a,0.3024
0x57e2,1.011
0xa765,0.2597
0x87d3,0.2437
0xa53e,0.5848
0x16fb,-0.6035
0x3c58,0.1128
0x750c,0.2812
0x264f,0.3668
0xaf88,0.7416
0x3a48,1.1704
0x8507,-0.7175
0xbcd6,-0.2917
0x529d,0.4633
0x4281,0.2721
0x8a94,0.0265
0x45ba,-0.4591
0xaac6,-3.3415
0x1e52,0.6298
0x1d8f,0.6632
0x3d0f,-1.6075
0x292e,-0.2175
0x86f3,-0.0252
0x5f51,-0.2385
0xa0eb,0.4797
0x828,0.0877
0x3f4d,0.2654
0x1855,-0.0622
0x87d9,0.9485
0x20de,0.1294
0x361e,-0.1536
0x184a,-0.3932
0x77d9,0.2277
0xbeb8,0.0792
0xfe1,0.0456
0x3885,0.5153
0x5945,-0.0934
0x2a0f,0.3399
0xaa1b,-0.4035
0xc5ea,-2.5754
0x43ce,0.4028
0x9899,-0.4602
0x7f20,-0.0674
0xb760,0.4424
0x66ac,0.4211
0x607e,0.3016
0x79d9,-2.506
0x9965,0.2623
0x91d8,0.3622
0x49e4,-0.363
0xc0b4,0.64
0x35b0,-0.7681
0x9669,0.6936
0xbf2d,-1.2496
0x5dd6,0.2787
0x15ab,0.0974
0x7b82,0.561
0x25ff,0.0654
0xaf52,0.5489
0x7867,0.4591
0x6f67,0.8097
0x2aa4,0.047
0x65af,-0.2322
0xbf7c,-1.3263
0xa37a,0.0739
0xc006,-1.0513
0xc243,-0.2804
0x8e83,0.0933
0xb539,-0.0473
0x3016,-0.3889
0x5a9a,0.5681
0x639a,0.7507
0x5804,0.3096
0xc425,0.4026
0xc376,0.4591
0x391f,0.3127
0x7be9,0.3076
0xacdc,1.2156
0x3c5f,0.069
0x21fc,0.5295
0x5a76,0.5728
0x472c,0.0267
0xa4c9,-2.883
0x8fdd,0.3131
0x888e,0.7831
0x66bb,0.2166
0x281a,-1.794
0x146d,0.5247
0x46e6,-0.4431
0x7cb2,0.8969
0x6171,0.5874
0x4fa6,0.1737
0xad4e,0.1951
0x2049,0.2831
0xb4c6,0.5889
0xb6fc,-0.3262
0x8a98,0.581
0x8c1b,1.1038
0xb8f6,0.8648
0x9c5d,0.1966
0x2b61,0.4305
0x1b36,-0.6311
0x1c3f,1.1314
0x5e1a,0.5089
0x8603,0.4636
0x7e69,-0.2217
0x7c1,0.3668
0x3e2d,0.2367
0xb8b4,0.5925
0xe87,1.2377
0xb1db,0.4746
0x9f00,-2.5325
0x4527,0.6345
0x22e6,0.4228
0xc2c1,0.5272
0x8297,0.0686
0xbf09,0.2271
0xad4b,0.4887
0x9d43,0.2779
0xb537,0.6686
0xbd20,0.0305
0x7ab4,0.2832
0x2a34,0.5058
0x99d9,0.8788
0x9651,0.223
0x7422,-0.1844
0x831,0.0987
0x2c27,0.2832
0x4966,0.0447
0x5c50,0.0908
0xbfba,0.0038
0x3d13,0.6783
0x2a38,0.4959
0x7691,0.1732
0x125c,0.216
0x9fa7,0.5871
0x3968,-0.9639
0x2290,-0.0596
0x964b,-0.1384
0x7904,-0.1235
0x98de,-0.028
0x3ad2,0.4236
0x8d4e,0.3737
0x434c,0.0013
0x10e7,0.0003
0x9668,0.2539
0x7773,0.1383
0x3711,0.5488
0x4249,1.2267
0x5661,0.433
0x4797,0.4917
0xa9c8,-2.6938
0xe23,0.364
0xc1ef,0.3758
0x6dcb,0.7638
0x77bc,-2.6237
0x93f0,0.3213
0x6545,0.0604
0xba86,0.3394
0x35f6,-2.4812
0xb99e,0.5552
0x3b26,0.6397
0x9710,-2.1591
0x9039,0.3745
0xc65e,-1.9866
0x3a68,-0.6064
0x8c54,0.5111
0x75cb,0.3003
0xab41,0.1959
0xb73a,-2.1017
0xbcd7,-1.3217
0x8182,0.5495
0xa710,0.0631
0x4455,-0.0657
0x8d8d,-0.0907
0x9800,-0.1758
0x3c2e,0.5881
0x8f9c,0.8765
0xa394,0.5116
0x9cbc,0.7305
0x2d71,0.2951
0x274b,-0.4252
0xc152,0.0942
0x989,-2.9379
0x39be,0.8363
0x934f,0.1265
0x61cd,0.3347
0x37e1,-1.4036
0xa002,0.3969
0x518f,-1.1842
0xc5c3,-0.3659
0xbec4,0.5606
0x9b3b,-0.4269
0x2edd,0.4602
0xb9ae,0.573
0x9df0,-1.0867
0xf4b,0.2933
0x9e95,-0.0089
0x9c28,-2.3917
0x49dd,0.3211
0x2b91,0.5749
0x1e48,1.0842
0x6eb5,0.1595
0xb992,0.2596
0xba99,-0.1592
0xa151,0.5343
0xaedf,0.3205
0xecd,-0.0649
0xb34a,0.6136
0x780d,0.295
0x2ce5,-0.7554
0x4dcf,-0.2102
0xc607,-0.0029
0x7a20,0.2
0x2b7d,-0.6857
0x6653,-0.4177
0x24e1,-2.5242
0xdbb,0.5206
0x4a87,0.4702
0x39a8,0.4212
0x626,-2.4182
0x2c2c,-0.2139
0x4ede,0.3685
0x9ada,0.4243
0x7fbf,0.8637
0x170e,0.7416
0x93ca,0.0664
0x4a22,0.6447
0x1fac,0.5536
0xb912,0.4814
0xb35d,-2.7748
0x568f,-0.9912
0x17a5,0.4946
0x2ead,0.4469
0x93aa,0.8053
0x2cb7,0.609
0x2fbc,0.4431
0x8b1c,0.3107
0x383d,0.3608
0x6ab8,-0.1178
0x2f1d,-1.394
0x3efb,0.0932
0x99e3,0.5478
0xc508,0.6448
0x7c77,0.3432
0x727f,0.2424
0xb29,0.4664
0x8ab1,-2.6062
0x82ab,0.4153
0x3de6,-0.9871
0x319a,0.3458
0x28fc,-0.233
0x362a,-2.3487
0xbe3b,0.2931
0xaaa4,0.3392
0xa1b4,-0.3246
0x27d1,0.3477
0xf11,-0.271
0x37be,0.6782
0x4029,0.4712
0x59b8,-0.7629
0x9356,0.1356
0x7b1e,-0.2987
0x791,0.1527
0x4623,-3.2117
0x22ac,0.3362
0xc36e,0.3372
0x3b55,0.3056
0x96ed,0.7294
0x1633,-0.0037
0x5c0f,0.2807
0x9ad2,0.6521
0xb6ae,0.5003
0xa46c,-2.5968
0x449e,-0.0447
0xa6a4,1.3116
0x5b38,0.5794
0x1e9b,0.7494
0x3fc7,0.1277
0x280b,-0.5155
0x82c0,-0.7677
0x6132,0.0927
0x4d17,0.5455
0x952,0.2875
0xc8e0,-2.713
0x72af,0.4812
0xe99,-2.4826
0x5bef,-0.6137
0x3b67,0.4992
0xb971,-2.6453
0x3516,-0.2357
0x921c,-0.0906
0x2d2e,-2.5111
0x5b65,0.257
0x8b2e,-2.0947
0x41e8,-1.1002
0x47cf,0.3562
0x2e7f,-0.1952
0x15f7,0.4147
0x5d05,1.2077
0x7447,0.3429
0x671e,-1.1563
0xbbbf,-0.4052
0x7c6e,0.6431
0xaad9,0.566
0xa619,0.2882
0x1f56,0.678
0x63c0,0.0578
0x60ec,0.3531
0xb85c,0.0668
0xb653,-0.5484
0x9b52,0.2832
0x2d81,-0.1212
0x7ef7,0.3435
0xbbe1,-0.4374
0xc528,0.1796
0x173a,0.2622
0x4672,0.3738
0x809d,0.6982
0xa9bb,0.4745
0x5a56,0.4363
0x3324,-1.3583
0x4c1c,0.5877
0x5143,0.48
0x6b58,0.1852
0xd47,-0.6951
0x8f29,0.0007
0xae1c,-0.4532
0x9fc4,0.4803
0x6da6,0.2043
0x7a60,0.0573
0x3226,0.2213
0xb4dd,0.6444
0x88e3,-0.9654
0x2167,-3.1976
0x8311,-2.4556
0x43bb,-0.9772
0x7d43,0.4631
0x6052,0.3075
0x344b,-2.7078
0x6887,0.9686
0x1c62,0.4288
0xb188,-1.7949
0x2be2,-1.7493
0x3239,-0.2113
0x148b,-0.2201
0x7afc,-2.6673
0x3cfd,0.5152
0x1f7b,0.6886
0x7cd0,-0.2326
0x3abc,-0.3338
0xcd5,-0.0378
0x140d,0.1742
0x1046,0.2514
0x9963,0.516
0x6029,0.1272
0x2afb,0.1922
0xa15f,0.2914
0xaa5a,0.0492
0xbc6d,1.5185
0xc256,0.0806
0x9ea5,-0.0113
0x358d,-0.3018
0x4cc4,0.619
0x154a,1.2809
0x8290,0.0526
0x2948,0.091
0xf30,-0.0127
0x36c5,-0.1875
0xad3f,0.4454
0xd90,0.2284
0x6036,0.5799
0x527a,0.3156
0x9f74,-0.0158
0x75d4,0.9076
0x90c4,-0.8635
0x8700,0.4291
0x7ba4,0.4301
0x8994,0.1141
0xb43e,-0.3456
0xbfdf,-2.696
0x6d39,-3.571
0x36fb,-0.4634
0x46e8,-2.1553
0xa026,-0.1062
0xaa96,0.1231
0xbb80,-1.7753
0x39d7,1.2953
0x1078,-0.2853
0x7d17,0.6931
0xbc9c,0.1112
0xbe9c,-2.7428
0x5343,-1.2834
0x6ea7,-3.3803
0xc75b,0.1374
0xc0a4,0.2917
0x424e,0.8578
0x4695,-0.0879
0x1042,0.1316
0x30bf,0.4803
0x792a,1.2806
0x203f,0.4383
0x77e1,1.0683
0x525f,0.7966
0xab5d,0.2347
0x9059,0.6096
0x5812,0.1061
0x5be5,-2.1812
0xa404,-0.0052
0x2d59,0.2915
0xb91,0.7809
0x421c,0.8388
0x3a74,0.5223
0x34da,-0.8364
0xa989,0.9824
0x3b06,0.1346
0x5efa,0.7326
0x580d,-0.6437
0x55bf,0.3136
0x3897,-0.2917
0xb127,-0.2671
0xf6d,-0.6264
0x3230,-0.5854
0xc6a4,0.2366
0x1726,0.3987
0x3011,0.5305
0xa184,-0.4451
0x77e8,-1.6925
0x9eb3,-1.7614
0x1b26,-0.0293
0x9277,0.8644
0x55cf,0.1953
0xaf89,0.3788
0x57fb,0.7472
0x5611,0.4731
0x8f9,0.4042
0xa607,-0.2686
0xbd86,-1.7727
0xa510,0.4807
0x9a0d,0.5183
0x4b9e,-0.0413
0x9811,0.281
0x9b40,-3.504
0x3c40,0.6538
0xb29e,0.52
0x74c3,0.5614
0x681a,0.0324
0xae47,0.1208
0xe08,-3.1821
0x9f4f,-0.1616
0x8a10,-0.0023
0x153e,-2.1071
0x60ff,0.0575
0x7083,0.1658
